level_0,Opponent,index,Date,Loc,AB,R,H,HR,Opp_E,snhu_result,SNHU_R,IP,10 Game Avg,Running Opp Error,Batting Avg,index,Opponent,avg_era_by_team,Loc_encoded
187,UMass Lowell,156,2010-03-28,at,39.0,5.0,13.0,1,1,W,4,9.0,12.8,1.798,0.333,11,UMass Lowell,3.893805309734513,0
188,UMass Lowell,63,2010-03-28,at,39.0,5.0,13.0,1,1,W,4,9.0,12.9,1.794,0.333,11,UMass Lowell,3.893805309734513,0
189,UMass Lowell,18,2010-03-28,at,39.0,5.0,13.0,1,1,W,4,9.0,13.0,1.789,0.333,11,UMass Lowell,3.893805309734513,0
190,UMass Lowell,2358,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,12.4,1.785,0.25,11,UMass Lowell,3.893805309734513,1
191,UMass Lowell,1877,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,11.8,1.781,0.25,11,UMass Lowell,3.893805309734513,1
192,UMass Lowell,1455,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,11.2,1.777,0.25,11,UMass Lowell,3.893805309734513,1
193,UMass Lowell,1088,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,10.6,1.773,0.25,11,UMass Lowell,3.893805309734513,1
194,UMass Lowell,779,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,10.0,1.769,0.25,11,UMass Lowell,3.893805309734513,1
195,UMass Lowell,516,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,9.4,1.765,0.25,11,UMass Lowell,3.893805309734513,1
196,UMass Lowell,309,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,8.8,1.761,0.25,11,UMass Lowell,3.893805309734513,1
197,UMass Lowell,157,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,8.2,1.758,0.25,11,UMass Lowell,3.893805309734513,1
198,UMass Lowell,64,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,7.6,1.754,0.25,11,UMass Lowell,3.893805309734513,1
199,UMass Lowell,19,2010-03-31,neutral,28.0,4.0,7.0,0,1,W,3,9.0,7.0,1.75,0.25,11,UMass Lowell,3.893805309734513,1
200,Saint Michael's,2359,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,7.6,1.741,0.406,5,Saint Michael's,2.130794701986755,1
201,Saint Michael's,1878,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,8.2,1.733,0.406,5,Saint Michael's,2.130794701986755,1
202,Saint Michael's,1456,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,8.8,1.724,0.406,5,Saint Michael's,2.130794701986755,1
203,Saint Michael's,1089,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,9.4,1.716,0.406,5,Saint Michael's,2.130794701986755,1
204,Saint Michael's,780,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,10.0,1.707,0.406,5,Saint Michael's,2.130794701986755,1
205,Saint Michael's,517,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,10.6,1.699,0.406,5,Saint Michael's,2.130794701986755,1
206,Saint Michael's,310,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,11.2,1.691,0.406,5,Saint Michael's,2.130794701986755,1
207,Saint Michael's,158,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,11.8,1.683,0.406,5,Saint Michael's,2.130794701986755,1
208,Saint Michael's,65,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,12.4,1.675,0.406,5,Saint Michael's,2.130794701986755,1
209,Saint Michael's,20,2010-04-02,neutral,32.0,13.0,13.0,2,0,W,4,7.0,13.0,1.667,0.406,5,Saint Michael's,2.130794701986755,1
210,Saint Michael's,2360,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.1,1.668,0.4,5,Saint Michael's,2.130794701986755,1
211,Saint Michael's,1879,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.2,1.67,0.4,5,Saint Michael's,2.130794701986755,1
212,Saint Michael's,1457,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.3,1.671,0.4,5,Saint Michael's,2.130794701986755,1
213,Saint Michael's,1090,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.4,1.673,0.4,5,Saint Michael's,2.130794701986755,1
214,Saint Michael's,781,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.5,1.674,0.4,5,Saint Michael's,2.130794701986755,1
215,Saint Michael's,518,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.6,1.676,0.4,5,Saint Michael's,2.130794701986755,1
216,Saint Michael's,311,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.7,1.677,0.4,5,Saint Michael's,2.130794701986755,1
217,Saint Michael's,159,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.8,1.679,0.4,5,Saint Michael's,2.130794701986755,1
218,Saint Michael's,66,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,13.9,1.68,0.4,5,Saint Michael's,2.130794701986755,1
219,Saint Michael's,21,2010-04-02,neutral,35.0,8.0,14.0,1,2,W,2,9.0,14.0,1.682,0.4,5,Saint Michael's,2.130794701986755,1
220,Pace,2361,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,13.3,1.701,0.226,12,Pace,4.003042777877215,1
221,Pace,1880,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,12.6,1.721,0.226,12,Pace,4.003042777877215,1
222,Pace,1458,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,11.9,1.74,0.226,12,Pace,4.003042777877215,1
223,Pace,1091,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,11.2,1.759,0.226,12,Pace,4.003042777877215,1
224,Pace,782,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,10.5,1.778,0.226,12,Pace,4.003042777877215,1
225,Pace,519,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,9.8,1.796,0.226,12,Pace,4.003042777877215,1
226,Pace,312,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,9.1,1.815,0.226,12,Pace,4.003042777877215,1
227,Pace,160,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,8.4,1.833,0.226,12,Pace,4.003042777877215,1
228,Pace,67,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,7.7,1.852,0.226,12,Pace,4.003042777877215,1
229,Pace,22,2010-04-03,neutral,31.0,3.0,7.0,0,6,L,11,9.0,7.0,1.87,0.226,12,Pace,4.003042777877215,1
230,Pace,2362,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,7.2,1.874,0.3,12,Pace,4.003042777877215,1
231,Pace,1881,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,7.4,1.879,0.3,12,Pace,4.003042777877215,1
232,Pace,1459,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,7.6,1.884,0.3,12,Pace,4.003042777877215,1
233,Pace,1092,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,7.8,1.889,0.3,12,Pace,4.003042777877215,1
234,Pace,783,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,8.0,1.894,0.3,12,Pace,4.003042777877215,1
235,Pace,520,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,8.2,1.898,0.3,12,Pace,4.003042777877215,1
236,Pace,313,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,8.4,1.903,0.3,12,Pace,4.003042777877215,1
237,Pace,161,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,8.6,1.908,0.3,12,Pace,4.003042777877215,1
238,Pace,68,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,8.8,1.912,0.3,12,Pace,4.003042777877215,1
239,Pace,23,2010-04-03,neutral,30.0,10.0,9.0,1,3,W,5,9.0,9.0,1.917,0.3,12,Pace,4.003042777877215,1
240,Stonehill,2363,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.9,1.909,0.235,4,Stonehill,3.5595172792100933,0
241,Stonehill,1882,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.8,1.901,0.235,4,Stonehill,3.5595172792100933,0
242,Stonehill,1460,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.7,1.893,0.235,4,Stonehill,3.5595172792100933,0
243,Stonehill,1093,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.6,1.885,0.235,4,Stonehill,3.5595172792100933,0
244,Stonehill,784,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.5,1.878,0.235,4,Stonehill,3.5595172792100933,0
245,Stonehill,521,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.4,1.87,0.235,4,Stonehill,3.5595172792100933,0
246,Stonehill,314,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.3,1.862,0.235,4,Stonehill,3.5595172792100933,0
247,Stonehill,162,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.2,1.855,0.235,4,Stonehill,3.5595172792100933,0
248,Stonehill,69,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.1,1.847,0.235,4,Stonehill,3.5595172792100933,0
249,Stonehill,24,2010-04-05,at,34.0,5.0,8.0,0,0,W,2,9.0,8.0,1.84,0.235,4,Stonehill,3.5595172792100933,0
250,New Haven,2364,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.853,0.25,13,New Haven,4.561151079136691,0
251,New Haven,1883,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.865,0.25,13,New Haven,4.561151079136691,0
252,New Haven,1461,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.877,0.25,13,New Haven,4.561151079136691,0
253,New Haven,1094,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.89,0.25,13,New Haven,4.561151079136691,0
254,New Haven,785,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.902,0.25,13,New Haven,4.561151079136691,0
255,New Haven,522,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.914,0.25,13,New Haven,4.561151079136691,0
256,New Haven,315,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.926,0.25,13,New Haven,4.561151079136691,0
257,New Haven,163,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.938,0.25,13,New Haven,4.561151079136691,0
258,New Haven,70,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.95,0.25,13,New Haven,4.561151079136691,0
259,New Haven,25,2010-04-10,at,32.0,1.0,8.0,0,5,L,10,8.0,8.0,1.962,0.25,13,New Haven,4.561151079136691,0
260,New Haven,2365,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,7.7,1.969,0.161,13,New Haven,4.561151079136691,0
261,New Haven,1884,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,7.4,1.977,0.161,13,New Haven,4.561151079136691,0
262,New Haven,1462,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,7.1,1.985,0.161,13,New Haven,4.561151079136691,0
263,New Haven,1095,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,6.8,1.992,0.161,13,New Haven,4.561151079136691,0
264,New Haven,786,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,6.5,2.0,0.161,13,New Haven,4.561151079136691,0
265,New Haven,523,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,6.2,2.008,0.161,13,New Haven,4.561151079136691,0
266,New Haven,316,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,5.9,2.015,0.161,13,New Haven,4.561151079136691,0
267,New Haven,164,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,5.6,2.022,0.161,13,New Haven,4.561151079136691,0
268,New Haven,71,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,5.3,2.03,0.161,13,New Haven,4.561151079136691,0
269,New Haven,26,2010-04-10,at,31.0,3.0,5.0,0,4,L,8,8.0,5.0,2.037,0.161,13,New Haven,4.561151079136691,0
270,American Int'l,2366,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,5.3,2.041,0.25,14,American Int'l,3.759463408155133,0
271,American Int'l,1885,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,5.6,2.044,0.25,14,American Int'l,3.759463408155133,0
272,American Int'l,1463,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,5.9,2.048,0.25,14,American Int'l,3.759463408155133,0
273,American Int'l,1096,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,6.2,2.051,0.25,14,American Int'l,3.759463408155133,0
274,American Int'l,787,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,6.5,2.055,0.25,14,American Int'l,3.759463408155133,0
275,American Int'l,524,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,6.8,2.058,0.25,14,American Int'l,3.759463408155133,0
276,American Int'l,317,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,7.1,2.061,0.25,14,American Int'l,3.759463408155133,0
277,American Int'l,165,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,7.4,2.065,0.25,14,American Int'l,3.759463408155133,0
278,American Int'l,72,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,7.7,2.068,0.25,14,American Int'l,3.759463408155133,0
279,American Int'l,27,2010-04-11,at,32.0,4.0,8.0,1,3,W,3,9.0,8.0,2.071,0.25,14,American Int'l,3.759463408155133,0
280,American Int'l,2367,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.071,0.222,14,American Int'l,3.759463408155133,0
281,American Int'l,1886,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.071,0.222,14,American Int'l,3.759463408155133,0
282,American Int'l,1464,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.071,0.222,14,American Int'l,3.759463408155133,0
283,American Int'l,1097,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.07,0.222,14,American Int'l,3.759463408155133,0
284,American Int'l,788,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.07,0.222,14,American Int'l,3.759463408155133,0
285,American Int'l,525,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.07,0.222,14,American Int'l,3.759463408155133,0
286,American Int'l,318,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.07,0.222,14,American Int'l,3.759463408155133,0
287,American Int'l,166,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.069,0.222,14,American Int'l,3.759463408155133,0
288,American Int'l,73,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.069,0.222,14,American Int'l,3.759463408155133,0
289,American Int'l,28,2010-04-11,at,36.0,7.0,8.0,0,2,W,4,10.0,8.0,2.069,0.222,14,American Int'l,3.759463408155133,0
290,Merrimack,2368,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,7.5,2.069,0.1,2,Merrimack,3.0035206102391085,1
291,Merrimack,1887,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,7.0,2.068,0.1,2,Merrimack,3.0035206102391085,1
292,Merrimack,1465,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,6.5,2.068,0.1,2,Merrimack,3.0035206102391085,1
293,Merrimack,1098,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,6.0,2.068,0.1,2,Merrimack,3.0035206102391085,1
294,Merrimack,789,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,5.5,2.068,0.1,2,Merrimack,3.0035206102391085,1
295,Merrimack,526,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,5.0,2.068,0.1,2,Merrimack,3.0035206102391085,1
296,Merrimack,319,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,4.5,2.067,0.1,2,Merrimack,3.0035206102391085,1
297,Merrimack,167,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,4.0,2.067,0.1,2,Merrimack,3.0035206102391085,1
298,Merrimack,74,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,3.5,2.067,0.1,2,Merrimack,3.0035206102391085,1
299,Merrimack,29,2010-04-13,neutral,30.0,0.0,3.0,0,2,L,5,9.0,3.0,2.067,0.1,2,Merrimack,3.0035206102391085,1
300,Franklin Pierce,2369,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,3.2,2.063,0.156,15,Franklin Pierce,3.761500606233507,0
301,Franklin Pierce,1888,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,3.4,2.06,0.156,15,Franklin Pierce,3.761500606233507,0
302,Franklin Pierce,1466,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,3.6,2.056,0.156,15,Franklin Pierce,3.761500606233507,0
303,Franklin Pierce,1099,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,3.8,2.053,0.156,15,Franklin Pierce,3.761500606233507,0
304,Franklin Pierce,790,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,4.0,2.049,0.156,15,Franklin Pierce,3.761500606233507,0
305,Franklin Pierce,527,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,4.2,2.046,0.156,15,Franklin Pierce,3.761500606233507,0
306,Franklin Pierce,320,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,4.4,2.042,0.156,15,Franklin Pierce,3.761500606233507,0
307,Franklin Pierce,168,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,4.6,2.039,0.156,15,Franklin Pierce,3.761500606233507,0
308,Franklin Pierce,75,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,4.8,2.036,0.156,15,Franklin Pierce,3.761500606233507,0
309,Franklin Pierce,30,2010-04-14,at,32.0,3.0,5.0,0,1,L,5,8.0,5.0,2.032,0.156,15,Franklin Pierce,3.761500606233507,0
310,Saint Rose,2370,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,5.2,2.032,0.226,16,Saint Rose,3.690340909090909,1
311,Saint Rose,1889,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,5.4,2.032,0.226,16,Saint Rose,3.690340909090909,1
312,Saint Rose,1467,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,5.6,2.032,0.226,16,Saint Rose,3.690340909090909,1
313,Saint Rose,1100,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,5.8,2.032,0.226,16,Saint Rose,3.690340909090909,1
314,Saint Rose,791,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,6.0,2.032,0.226,16,Saint Rose,3.690340909090909,1
315,Saint Rose,528,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,6.2,2.032,0.226,16,Saint Rose,3.690340909090909,1
316,Saint Rose,321,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,6.4,2.032,0.226,16,Saint Rose,3.690340909090909,1
317,Saint Rose,169,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,6.6,2.031,0.226,16,Saint Rose,3.690340909090909,1
318,Saint Rose,76,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,6.8,2.031,0.226,16,Saint Rose,3.690340909090909,1
319,Saint Rose,31,2010-04-18,neutral,31.0,2.0,7.0,0,2,L,11,9.0,7.0,2.031,0.226,16,Saint Rose,3.690340909090909,1
320,Saint Rose,2371,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.1,2.028,0.276,16,Saint Rose,3.690340909090909,1
321,Saint Rose,1890,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.2,2.025,0.276,16,Saint Rose,3.690340909090909,1
322,Saint Rose,1468,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.3,2.022,0.276,16,Saint Rose,3.690340909090909,1
323,Saint Rose,1101,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.4,2.019,0.276,16,Saint Rose,3.690340909090909,1
324,Saint Rose,792,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.5,2.015,0.276,16,Saint Rose,3.690340909090909,1
325,Saint Rose,529,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.6,2.012,0.276,16,Saint Rose,3.690340909090909,1
326,Saint Rose,322,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.7,2.009,0.276,16,Saint Rose,3.690340909090909,1
327,Saint Rose,170,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.8,2.006,0.276,16,Saint Rose,3.690340909090909,1
328,Saint Rose,77,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,7.9,2.003,0.276,16,Saint Rose,3.690340909090909,1
329,Saint Rose,32,2010-04-18,neutral,29.0,4.0,8.0,0,1,W,3,9.0,8.0,2.0,0.276,16,Saint Rose,3.690340909090909,1
330,Franklin Pierce,2372,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,8.2,1.997,0.238,15,Franklin Pierce,3.761500606233507,1
331,Franklin Pierce,1891,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,8.4,1.994,0.238,15,Franklin Pierce,3.761500606233507,1
332,Franklin Pierce,1469,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,8.6,1.991,0.238,15,Franklin Pierce,3.761500606233507,1
333,Franklin Pierce,1102,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,8.8,1.988,0.238,15,Franklin Pierce,3.761500606233507,1
334,Franklin Pierce,793,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,9.0,1.985,0.238,15,Franklin Pierce,3.761500606233507,1
335,Franklin Pierce,530,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,9.2,1.982,0.238,15,Franklin Pierce,3.761500606233507,1
336,Franklin Pierce,323,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,9.4,1.979,0.238,15,Franklin Pierce,3.761500606233507,1
337,Franklin Pierce,171,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,9.6,1.976,0.238,15,Franklin Pierce,3.761500606233507,1
338,Franklin Pierce,78,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,9.8,1.973,0.238,15,Franklin Pierce,3.761500606233507,1
339,Franklin Pierce,33,2010-04-19,neutral,42.0,3.0,10.0,0,1,T,3,11.0,10.0,1.971,0.238,15,Franklin Pierce,3.761500606233507,1
340,Saint Anselm,2373,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,9.7,1.974,0.219,17,Saint Anselm,3.5004222972972974,1
341,Saint Anselm,1892,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,9.4,1.977,0.219,17,Saint Anselm,3.5004222972972974,1
342,Saint Anselm,1470,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,9.1,1.98,0.219,17,Saint Anselm,3.5004222972972974,1
343,Saint Anselm,1103,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,8.8,1.983,0.219,17,Saint Anselm,3.5004222972972974,1
344,Saint Anselm,794,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,8.5,1.986,0.219,17,Saint Anselm,3.5004222972972974,1
345,Saint Anselm,531,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,8.2,1.988,0.219,17,Saint Anselm,3.5004222972972974,1
346,Saint Anselm,324,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,7.9,1.991,0.219,17,Saint Anselm,3.5004222972972974,1
347,Saint Anselm,172,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,7.6,1.994,0.219,17,Saint Anselm,3.5004222972972974,1
348,Saint Anselm,79,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,7.3,1.997,0.219,17,Saint Anselm,3.5004222972972974,1
349,Saint Anselm,34,2010-04-20,neutral,32.0,0.0,7.0,0,3,L,3,9.0,7.0,2.0,0.219,17,Saint Anselm,3.5004222972972974,1
350,Saint Anselm,2374,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,6.7,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
351,Saint Anselm,1893,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,6.4,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
352,Saint Anselm,1471,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,6.1,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
353,Saint Anselm,1104,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,5.8,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
354,Saint Anselm,795,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,5.5,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
355,Saint Anselm,532,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,5.2,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
356,Saint Anselm,325,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,4.9,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
357,Saint Anselm,173,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,4.6,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
358,Saint Anselm,80,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,4.3,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
359,Saint Anselm,35,2010-04-22,at,29.0,2.0,4.0,1,2,W,1,9.0,4.0,2.0,0.138,17,Saint Anselm,3.5004222972972974,0
360,Adelphi,2375,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,4.3,1.997,0.233,18,Adelphi,3.9623161764705883,0
361,Adelphi,1894,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,4.6,1.994,0.233,18,Adelphi,3.9623161764705883,0
362,Adelphi,1472,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,4.9,1.992,0.233,18,Adelphi,3.9623161764705883,0
363,Adelphi,1105,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,5.2,1.989,0.233,18,Adelphi,3.9623161764705883,0
364,Adelphi,796,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,5.5,1.986,0.233,18,Adelphi,3.9623161764705883,0
365,Adelphi,533,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,5.8,1.984,0.233,18,Adelphi,3.9623161764705883,0
366,Adelphi,326,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,6.1,1.981,0.233,18,Adelphi,3.9623161764705883,0
367,Adelphi,174,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,6.4,1.978,0.233,18,Adelphi,3.9623161764705883,0
368,Adelphi,81,2010-04-24,at,30.0,1.0,7.0,0,1,L,8,8.0,6.7,1.976,0.233,18,Adelphi,3.9623161764705883,0
